CustomerID,Age,Gender,ItemPurchased,Category,PurchaseAmountUSD,Size,ReviewRating,DiscountApplied,PreviousPurchases,PaymentMethod,Annual_Income,Spending_Score,Purchase_Frequency,Location_Rural,Location_Suburban,Location_Urban,Demographics_Homemaker,Demographics_Professional,Demographics_Retired,Demographics_Student
1890,26,Female,Curtains,Sports,307.39,S,5,No,4,Cash,98916,11,4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1891,56,Female,Football,Clothing,286.76,XL,4,No,7,Debit Card,115412,82,19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
1892,48,Male,Shoes,Sports,431.86,XL,1,Yes,6,Debit Card,122949,5,16,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
1893,49,Female,Phone,Clothing,412.61,S,2,No,2,PayPal,92963,24,6,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1894,58,Female,Watch,Clothing,69.92,M,5,No,14,Credit Card,21916,98,15,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
1895,29,Male,Laptop,Home Decor,425.81,S,4,No,6,Debit Card,55037,75,15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1896,25,Female,Curtains,Accessories,212.89,S,2,Yes,9,Credit Card,37883,43,10,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1897,25,Female,Phone,Home Decor,134.31,L,4,No,7,Credit Card,70583,47,9,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1898,45,Female,Bag,Clothing,436.19,S,2,Yes,4,Credit Card,20529,19,17,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1899,37,Male,Bag,Sports,221.69,S,4,No,10,Cash,65741,42,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1900,64,Female,Football,Home Decor,406.1,XL,1,No,4,Cash,48914,37,9,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
1901,24,Male,Laptop,Accessories,139.07,XL,3,Yes,13,Credit Card,107494,11,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1902,28,Female,Phone,Clothing,11.93,XL,1,No,13,Credit Card,144468,15,9,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
1903,37,Male,T-Shirt,Home Decor,252.78,XL,5,No,10,Cash,84247,55,16,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
1904,33,Female,Curtains,Home Decor,59.11,S,4,No,0,PayPal,128199,26,8,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
1905,21,Male,Shoes,Home Decor,379.64,M,3,Yes,12,UPI,109217,38,7,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1906,23,Male,Phone,Home Decor,145.28,L,3,Yes,7,Debit Card,34887,87,13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1907,39,Male,Phone,Sports,227.39,L,5,Yes,12,Credit Card,27817,22,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1908,43,Male,T-Shirt,Accessories,52.65,M,5,No,5,Cash,134748,31,14,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1909,20,Male,Football,Accessories,150.46,M,3,No,5,Credit Card,110994,43,15,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1910,58,Male,Watch,Clothing,392.93,L,5,No,14,Credit Card,121949,15,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1911,59,Female,Watch,Electronics,84.28,S,5,Yes,4,Credit Card,109151,70,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1912,31,Female,Curtains,Sports,327.11,L,4,Yes,4,Credit Card,78660,49,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
1913,28,Male,Curtains,Clothing,459.54,M,1,Yes,13,PayPal,111722,18,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1914,35,Male,Shoes,Clothing,343.12,S,2,No,2,Debit Card,121493,100,15,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
1915,29,Male,Phone,Home Decor,407.4,L,3,Yes,11,Debit Card,118028,50,15,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1916,40,Male,Laptop,Electronics,63.4,S,2,Yes,14,Cash,125909,98,13,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1917,29,Female,Phone,Electronics,132.86,S,3,No,2,PayPal,129571,43,19,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1918,30,Male,Watch,Sports,448.32,M,3,Yes,1,PayPal,90907,95,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1919,42,Female,Shoes,Electronics,360.4,XL,1,No,8,Debit Card,82973,44,8,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1920,62,Female,Phone,Clothing,323.38,L,3,No,7,Cash,96158,14,12,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
1921,36,Male,T-Shirt,Electronics,335.25,M,3,Yes,10,PayPal,56651,34,20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1922,63,Male,Watch,Electronics,212.96,L,1,Yes,2,Cash,124408,51,17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
1923,53,Female,Phone,Accessories,31.83,XL,5,No,4,Debit Card,99634,27,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1924,62,Female,Phone,Clothing,394.38,XL,2,Yes,14,Credit Card,112343,3,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1925,25,Male,Watch,Electronics,342.57,XL,3,No,9,PayPal,72903,9,11,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1926,46,Male,Laptop,Electronics,241.67,XL,1,Yes,14,Cash,64601,46,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1927,49,Male,Watch,Home Decor,450.88,L,3,Yes,4,Credit Card,32967,58,7,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
1928,61,Female,T-Shirt,Electronics,174.72,S,1,No,7,Debit Card,26346,12,18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
1929,35,Female,T-Shirt,Electronics,154.22,S,2,No,5,UPI,149088,42,12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1930,23,Male,Phone,Accessories,437.67,XL,4,Yes,6,PayPal,133311,10,7,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1931,35,Female,Curtains,Clothing,400.52,XL,5,Yes,4,PayPal,55849,61,8,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
1932,36,Female,Laptop,Sports,262.34,S,4,No,11,Cash,110740,45,12,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1933,39,Male,Phone,Clothing,74.06,M,1,Yes,0,Debit Card,147040,24,19,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1934,54,Male,Watch,Home Decor,115.39,XL,3,Yes,7,Debit Card,71206,67,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1935,49,Female,Phone,Clothing,331.55,S,5,Yes,3,PayPal,121032,97,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
1936,58,Female,Shoes,Electronics,198.67,M,2,No,4,PayPal,129065,24,14,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1937,20,Male,Shoes,Home Decor,419.87,S,5,Yes,0,Cash,124444,76,3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
1938,45,Male,Curtains,Clothing,475.48,M,3,Yes,2,Cash,76083,88,7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1939,27,Male,Laptop,Home Decor,404.76,L,4,Yes,14,UPI,89251,81,11,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1940,52,Male,Football,Sports,195,M,1,No,1,Credit Card,128772,45,7,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1941,46,Male,Bag,Clothing,396.46,XL,4,No,11,Cash,97915,69,17,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1942,32,Female,Shoes,Electronics,182.21,M,5,Yes,1,Credit Card,21909,8,16,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1943,50,Female,Football,Home Decor,91.88,M,3,No,12,PayPal,130882,79,15,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1944,24,Female,T-Shirt,Accessories,26.36,XL,1,No,0,UPI,112934,60,10,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
1945,29,Female,Shoes,Home Decor,199,L,3,Yes,5,UPI,95290,48,18,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
1946,47,Male,Shoes,Accessories,452.74,M,3,Yes,14,UPI,61109,36,12,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1947,38,Male,Laptop,Electronics,127.1,L,5,No,14,Debit Card,108383,33,14,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1948,48,Male,Curtains,Sports,111.19,S,4,Yes,7,PayPal,108572,44,7,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1949,41,Female,Football,Accessories,485.21,S,3,Yes,2,Debit Card,72014,17,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
1950,37,Female,Watch,Sports,22.25,XL,3,Yes,0,Debit Card,99827,81,6,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1951,54,Female,Shoes,Home Decor,395.03,L,3,Yes,13,UPI,89709,62,13,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1952,21,Male,Shoes,Electronics,167.47,XL,1,No,9,Debit Card,116024,20,10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1953,45,Female,Laptop,Accessories,28.37,XL,3,No,1,PayPal,39469,20,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
1954,61,Male,Laptop,Home Decor,459.72,M,3,Yes,2,PayPal,121967,92,20,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
1955,37,Male,Curtains,Clothing,78.42,S,5,Yes,5,Debit Card,118937,70,11,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
1956,41,Male,Football,Home Decor,280.37,XL,3,No,13,PayPal,68172,37,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
1957,49,Male,T-Shirt,Sports,144.29,M,3,Yes,2,Credit Card,123795,81,13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1958,58,Male,Watch,Electronics,41.94,M,5,Yes,8,Debit Card,144882,87,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1959,53,Male,Curtains,Electronics,34.46,L,1,Yes,11,UPI,32269,46,4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1960,51,Female,Bag,Home Decor,66.62,S,4,No,0,UPI,63730,55,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1961,53,Male,T-Shirt,Clothing,44.97,L,5,Yes,6,PayPal,32958,62,13,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
1962,19,Male,Phone,Sports,382.67,L,1,Yes,9,PayPal,88020,90,16,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
1963,32,Female,Shoes,Home Decor,247.93,XL,4,Yes,7,UPI,114816,39,15,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1964,51,Male,Football,Home Decor,178.02,L,3,Yes,8,Credit Card,33607,74,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1965,53,Female,Curtains,Electronics,215,XL,5,Yes,7,UPI,83738,43,7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
1966,23,Female,Shoes,Sports,465.18,L,3,No,4,Debit Card,27286,72,20,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
1967,56,Female,Football,Clothing,456.27,M,5,Yes,0,UPI,113314,31,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1968,59,Male,Football,Electronics,360.68,S,4,No,14,Cash,54051,27,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
1969,29,Male,Football,Home Decor,443.49,S,1,No,0,Credit Card,24020,35,17,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1970,20,Female,Shoes,Electronics,166.63,S,5,Yes,13,Credit Card,63046,67,14,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1971,62,Male,Curtains,Electronics,196.74,M,1,Yes,14,UPI,88933,30,8,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1972,35,Male,Watch,Accessories,310.72,M,3,Yes,7,Cash,133891,5,14,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1973,57,Female,Laptop,Electronics,315.58,L,3,Yes,6,Debit Card,97978,14,19,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1974,38,Female,Shoes,Electronics,246.03,L,4,Yes,4,UPI,129176,90,8,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
1975,32,Male,Bag,Sports,206.32,L,4,Yes,9,Debit Card,27304,33,17,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
1976,50,Female,Football,Electronics,493.23,L,2,Yes,2,Cash,46692,62,9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1977,52,Female,Curtains,Clothing,412.35,S,2,Yes,8,UPI,34498,58,12,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1978,43,Female,Watch,Home Decor,223.14,L,4,Yes,3,UPI,101143,4,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1979,25,Male,Phone,Sports,366.37,M,3,Yes,13,Debit Card,136689,62,19,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1980,53,Male,Bag,Electronics,142.09,M,1,No,5,UPI,127154,46,14,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1981,47,Male,T-Shirt,Clothing,59.08,M,4,Yes,10,Cash,77898,31,4,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
1982,40,Female,Bag,Home Decor,182.69,XL,1,Yes,3,UPI,41227,62,9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
1983,59,Male,Football,Sports,207.46,XL,2,Yes,8,PayPal,24992,89,7,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
1984,61,Female,Phone,Clothing,18.1,XL,1,No,3,Cash,43458,26,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1985,31,Male,Laptop,Electronics,409.25,L,4,No,13,Credit Card,52035,74,15,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1986,31,Male,Watch,Accessories,186,S,3,No,7,Debit Card,131522,77,10,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1987,19,Female,Watch,Accessories,294.4,S,4,Yes,10,Cash,38994,49,19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
1988,54,Male,Football,Sports,46.24,L,5,No,11,Credit Card,88215,10,9,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1989,22,Female,Bag,Clothing,95.75,L,5,Yes,11,Credit Card,25884,97,5,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1990,55,Male,Bag,Home Decor,445.95,XL,5,Yes,2,Cash,83489,69,8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1991,62,Male,Watch,Clothing,308.26,M,3,No,7,Credit Card,103290,73,9,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1992,58,Female,Phone,Accessories,475.64,M,4,Yes,14,Credit Card,44490,20,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
1993,64,Female,Football,Sports,499.39,XL,5,No,10,PayPal,57617,71,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1994,31,Female,Shoes,Electronics,192.21,XL,4,No,2,UPI,102510,79,13,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
1995,56,Male,Curtains,Clothing,156.41,S,2,No,13,PayPal,99157,79,14,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1996,42,Male,Phone,Accessories,430.59,XL,5,Yes,10,UPI,21850,60,19,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1997,37,Male,Curtains,Home Decor,499.32,M,5,Yes,4,Credit Card,136953,14,14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1998,19,Female,Shoes,Sports,318.52,M,3,Yes,0,UPI,109736,99,17,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
1999,56,Female,Shoes,Electronics,399.62,L,4,Yes,5,PayPal,70610,20,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
2000,23,Female,Curtains,Clothing,393.06,S,3,No,14,Debit Card,79510,40,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
2001,34,Male,Phone,Home Decor,184.12,L,3,Yes,10,Debit Card,139589,20,7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
2002,42,Male,Curtains,Electronics,291.39,S,4,No,1,UPI,107374,2,13,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2003,45,Female,Curtains,Accessories,418.2,L,2,Yes,11,Debit Card,50514,96,19,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2004,19,Male,T-Shirt,Accessories,347.18,S,4,No,2,Cash,134349,39,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2005,52,Female,Phone,Home Decor,20.37,XL,2,No,10,Debit Card,145129,54,17,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
2006,54,Male,Bag,Accessories,174.99,M,3,Yes,0,UPI,144134,51,19,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
2007,22,Male,Bag,Sports,80.79,XL,2,No,10,Credit Card,68180,87,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
2008,18,Female,T-Shirt,Home Decor,124.16,S,2,Yes,5,PayPal,110926,44,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2009,57,Male,Football,Accessories,453.69,S,2,Yes,4,Debit Card,76824,32,7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
2010,29,Male,Watch,Clothing,28.08,L,5,No,9,UPI,102870,30,5,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2011,53,Female,Bag,Accessories,117.7,S,5,Yes,1,PayPal,53435,88,18,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2012,62,Female,Curtains,Sports,161.69,XL,3,No,14,Cash,118417,90,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2013,40,Male,Football,Electronics,312.27,S,4,Yes,10,Credit Card,43749,44,20,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
2014,64,Female,Bag,Electronics,271.71,S,2,No,7,PayPal,69973,81,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2015,48,Male,Phone,Accessories,116.95,L,5,No,8,PayPal,109654,84,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
2016,28,Female,Curtains,Electronics,90.48,S,4,Yes,13,UPI,52838,19,6,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
2017,27,Male,Watch,Accessories,126.03,L,2,Yes,13,Cash,34774,38,6,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
2018,20,Male,Football,Sports,256.24,M,4,No,2,Debit Card,133876,26,6,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
2019,31,Female,Bag,Electronics,142.88,L,1,Yes,11,Cash,103925,25,14,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2020,33,Male,Bag,Clothing,474.33,S,2,No,5,Credit Card,58262,59,13,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2021,27,Male,Laptop,Accessories,237.29,M,4,Yes,5,Debit Card,83713,97,12,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2022,46,Female,Bag,Electronics,38.81,S,2,No,13,Cash,96376,48,13,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
2023,27,Female,Shoes,Sports,367.34,L,2,Yes,9,Credit Card,73573,36,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
2024,29,Male,Curtains,Sports,171.13,XL,1,No,5,PayPal,106757,100,17,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2025,47,Female,Watch,Clothing,330.21,M,4,Yes,7,PayPal,25796,66,10,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2026,58,Female,Shoes,Sports,147,XL,3,Yes,11,PayPal,132935,35,8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
2027,18,Male,T-Shirt,Sports,289.66,XL,5,No,4,PayPal,125754,1,10,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2028,22,Male,Football,Electronics,388.35,M,2,No,9,Debit Card,53368,66,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2029,37,Female,Bag,Accessories,464.72,XL,2,No,9,PayPal,96320,42,17,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2030,25,Female,T-Shirt,Home Decor,137.95,XL,2,No,12,Debit Card,148243,55,9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
2031,60,Female,Watch,Sports,174.08,XL,2,No,7,Debit Card,74523,20,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2032,29,Male,Curtains,Sports,237.49,XL,5,No,11,Cash,53179,50,14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2033,18,Male,Shoes,Home Decor,464.32,M,3,Yes,2,PayPal,35996,27,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
2034,37,Male,Shoes,Sports,451.68,S,1,Yes,6,UPI,34031,32,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2035,45,Male,Football,Electronics,54.04,XL,3,No,0,PayPal,38338,33,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2036,60,Male,Curtains,Electronics,74.65,M,5,Yes,3,UPI,62956,93,17,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2037,54,Male,Bag,Home Decor,252.8,M,4,No,4,PayPal,144769,12,16,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2038,64,Male,Laptop,Sports,62.24,M,1,Yes,6,Debit Card,115311,37,10,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
2039,54,Female,Laptop,Sports,179.33,M,1,No,13,PayPal,138574,61,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
2040,29,Female,Football,Accessories,82.71,L,4,No,5,PayPal,119953,31,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2041,54,Male,Curtains,Sports,321.66,S,2,Yes,12,PayPal,33784,3,7,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2042,61,Male,Football,Electronics,475.25,S,5,No,5,PayPal,148377,76,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
2043,45,Male,Curtains,Clothing,498.4,XL,4,Yes,12,Cash,111764,99,7,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2044,64,Female,Watch,Clothing,193.87,M,3,Yes,14,Cash,127969,20,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2045,32,Male,Watch,Clothing,303.52,L,3,Yes,1,Debit Card,81913,60,19,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2046,23,Female,T-Shirt,Clothing,429.57,M,4,Yes,10,Debit Card,148434,54,7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2047,61,Female,Bag,Sports,67.56,XL,5,Yes,1,UPI,24647,12,7,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
2048,37,Female,Football,Sports,347.89,S,1,Yes,1,Debit Card,127073,24,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2049,31,Female,Bag,Accessories,210.33,XL,1,Yes,9,Cash,109656,13,8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
2050,19,Female,Curtains,Sports,111.01,XL,2,Yes,12,Debit Card,75472,78,9,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
2051,26,Male,Laptop,Clothing,207.35,XL,5,Yes,11,UPI,37975,32,17,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2052,54,Male,Bag,Home Decor,47.22,XL,3,Yes,7,UPI,33657,63,17,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
2053,37,Female,Curtains,Home Decor,350.75,XL,3,No,6,Cash,99716,53,17,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2054,43,Male,Watch,Electronics,133.84,XL,2,Yes,0,Debit Card,144030,23,9,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2055,46,Female,Curtains,Electronics,162.59,XL,3,Yes,8,UPI,84064,50,16,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2056,18,Female,Football,Sports,69.33,S,2,No,10,Debit Card,60804,6,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2057,52,Male,T-Shirt,Home Decor,433.68,S,2,No,10,Debit Card,98391,50,14,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
2058,23,Male,T-Shirt,Clothing,251.79,M,4,No,7,Cash,143097,20,10,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2059,54,Male,T-Shirt,Clothing,290.35,M,1,No,12,Cash,133492,28,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2060,22,Male,T-Shirt,Clothing,289.02,L,5,Yes,8,Debit Card,133582,43,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2061,50,Male,Watch,Sports,211.14,L,5,Yes,3,PayPal,70220,22,11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2062,31,Female,Phone,Sports,104.34,S,1,Yes,4,PayPal,123599,15,11,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2063,29,Male,Bag,Accessories,375.12,S,5,No,10,Credit Card,93848,84,9,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2064,59,Male,Football,Clothing,72.26,L,3,No,4,Credit Card,34113,23,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2065,37,Male,Shoes,Clothing,60.9,S,3,Yes,10,Credit Card,113490,52,19,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2066,41,Female,Football,Sports,357.97,L,5,No,8,Cash,48146,31,13,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
